beneficiary_id,income_category,household_size,months_present_count,units_consumed_mean,units_consumed_median,units_consumed_mode,units_consumed_std,units_consumed_max,units_consumed_min,electricitybilling_amount_mean,electricitybilling_amount_median,electricitybilling_amount_mode,electricitybilling_amount_std,electricitybilling_amount_max,electricitybilling_amount_min,gas_refill_amt_mean,gas_refill_amt_median,gas_refill_amt_mode,gas_refill_amt_std,gas_refill_amt_max,gas_refill_amt_min,gas_refill_subsidy_amt_mean,gas_refill_subsidy_amt_median,gas_refill_subsidy_amt_mode,gas_refill_subsidy_amt_std,gas_refill_subsidy_amt_max,gas_refill_subsidy_amt_min,mobilerechargeamount_mean,mobilerechargeamount_median,mobilerechargeamount_mode,mobilerechargeamount_std,mobilerechargeamount_max,mobilerechargeamount_min,mobile_recharge_number,data_confidence_score,timestamp,units_per_capita,electricity_bill_per_capita,gas_bill_per_capita,mobile_bill_per_capita,cost_per_unit_electricity,subsidy_ratio,average_recharge_value,total_monthly_utility_spend,electricity_cv,mobile_cv,is_data_rich,missing_electricity,missing_gas,missing_mobile,interaction_elec_hh
BEN_05449,Medium,6,4,317.76,329.33,355.01,120.48,424.69,186.44,2357.15,2441.88,2635.72,306.44,3562.08,1016.78,922.77,922.77,922.77,92.28,963.77,899.77,367,367,367,30,367,367,3003,3171.13,2860.06,1055.25,5303.26,2200.75,4,92.92,2023-07-26,52.96,392.86,153.8,500.5,7.42,0.4,3003,6282.93,0.38,0.35,1,1,1,0,1906.56
BEN_06750,High,2,3,399.99,375.44,474.25,86.91,501.42,271.13,2712.83,2482.54,3210.2,809.71,4390.01,1517.87,1306.51,1306.51,1306.51,130.65,1330.51,1251.51,415,415,415,30,415,415,807,759.54,856.16,279.63,1340.87,371.31,2,90.72,2023-11-12,199.99,1356.42,653.26,403.5,6.78,0.32,807,4826.35,0.22,0.35,0,2,1,1,799.98
BEN_10687,Low,5,5,109.63,119.91,128.54,28.54,163.92,86.85,923.64,1001.51,817.86,266.62,1221.8,623.66,1056.44,1056.44,1056.44,105.64,1139.44,1008.44,272,272,272,30,272,272,221,231.43,181.53,55.28,413.71,119.48,4,99.04,2024-06-07,21.93,184.73,211.29,44.2,8.43,0.26,221,2201.08,0.26,0.25,1,0,1,0,548.15
BEN_10592,High,7,4,155.1,142.97,140.81,54.38,188.47,80.49,1606.64,1456.8,1455.74,356.8,2154.72,1125.3,975.62,975.62,975.62,97.56,1071.62,932.62,0,0,0,0,0,0,776,762.55,877.9,261.46,1463.8,314.57,2,85.84,2024-06-23,22.16,229.52,139.37,110.86,10.36,0.0,776,3358.27,0.35,0.34,1,1,1,2,1085.72
BEN_01155,High,6,4,132.31,137.76,107.0,23.38,214.05,89.89,737.47,767.32,758.77,133.44,1162.8,543.69,1173.18,1173.18,1173.18,117.32,1236.18,1077.18,0,0,0,0,0,0,742,770.38,618.72,269.52,1325.75,371.15,4,100.0,2024-05-09,22.05,122.91,195.53,123.67,5.57,0.0,742,2652.65,0.18,0.36,1,1,0,0,793.84
BEN_05796,Medium,3,5,67.3,71.52,68.16,26.23,128.48,52.61,474.33,503.51,542.57,103.31,779.97,299.65,1338.02,1338.02,1338.02,133.8,1408.02,1277.02,183,183,183,30,183,183,565,527.0,602.93,179.72,843.34,291.1,3,100.0,2024-02-11,22.43,158.11,446.01,188.33,7.05,0.14,565,2377.35,0.39,0.32,1,0,1,0,201.89
BEN_07961,Low,3,2,207.79,209.39,174.32,73.48,284.0,163.91,1966.89,1872.29,1720.39,560.15,3290.48,805.79,796.33,796.33,796.33,79.63,849.33,699.33,346,346,346,30,346,346,544,523.05,565.66,122.27,696.75,310.04,1,79.37,2023-01-23,69.26,655.63,265.44,181.33,9.47,0.43,544,3307.22,0.35,0.22,0,3,0,3,623.38
BEN_14441,Low,7,3,208.81,197.65,195.83,48.39,397.8,143.65,1144.32,1130.77,1179.78,188.02,2144.54,638.69,1047.94,1047.94,1047.94,104.79,1112.94,971.94,436,436,436,30,436,436,2788,2579.21,2371.88,914.08,4686.85,1842.73,4,91.12,2023-07-20,29.83,163.47,149.71,398.29,5.48,0.42,2788,4980.27,0.23,0.33,0,2,1,1,1461.68
BEN_14987,Low,5,2,260.38,238.34,264.39,96.36,440.32,133.11,2244.39,2406.43,2212.06,373.9,4232.76,1613.06,1094.4,1094.4,1094.4,109.44,1185.4,1028.4,0,0,0,0,0,0,225,220.66,260.66,83.07,446.3,143.64,1,90.76,2023-01-29,52.08,448.88,218.88,45.0,8.62,0.0,225,3563.78,0.37,0.37,0,3,0,1,1301.9
BEN_04410,Low,7,3,65.78,68.71,67.19,16.73,116.16,40.34,533.58,494.91,439.25,151.99,895.26,392.68,909.71,909.71,909.71,90.97,983.71,839.71,155,155,155,30,155,155,325,322.45,307.63,101.87,605.17,215.54,2,84.06,2023-12-22,9.4,76.23,129.96,46.43,8.11,0.17,325,1768.29,0.25,0.31,0,2,1,2,460.45
BEN_28000,Low,7,4,57.55,58.54,54.55,11.55,72.24,30.36,167.25,173.56,140.43,48.61,261.77,106.9,703.03,703.03,703.03,70.3,770.03,680.03,426,426,426,30,426,426,119,108.31,132.39,37.29,221.24,86.57,3,90.63,2022-12-24,8.22,23.89,100.43,17.0,2.91,0.61,119,989.28,0.2,0.31,1,1,0,1,402.87
BEN_12697,High,2,4,285.19,260.14,271.35,90.55,380.52,116.6,1229.3,1270.76,985.18,328.64,2266.94,505.11,1155.56,1155.56,1155.56,115.56,1197.56,1112.56,293,293,293,30,293,293,1500,1626.77,1612.83,573.05,2628.87,1009.01,1,79.63,2023-03-31,142.59,614.65,577.78,750.0,4.31,0.25,1500,3884.86,0.32,0.38,1,1,2,0,570.37
BEN_31996,High,6,3,141.94,145.75,130.99,55.77,275.38,61.78,824.33,873.9,698.24,197.4,1079.97,330.93,961.55,961.55,961.55,96.16,1017.55,890.55,0,0,0,0,0,0,1769,1702.81,1911.1,354.62,2281.74,1180.81,3,92.85,2023-02-15,23.66,137.39,160.26,294.83,5.81,0.0,1769,3554.89,0.39,0.2,0,2,0,1,851.64
BEN_31163,Low,5,3,194.37,196.2,202.6,61.91,270.18,89.53,856.33,775.82,955.93,179.89,1540.84,445.46,969.69,969.69,969.69,96.97,1042.69,884.69,405,405,405,30,405,405,272,292.39,256.04,91.11,442.84,180.11,1,81.25,2023-07-18,38.87,171.27,193.94,54.4,4.41,0.42,272,2098.02,0.32,0.33,0,2,1,0,971.84
BEN_22962,Low,5,3,151.14,158.94,171.28,55.78,301.25,108.4,1179.65,1123.51,1099.89,162.86,2236.04,556.78,753.28,753.28,753.28,75.33,825.28,672.28,239,239,239,30,239,239,114,108.8,93.7,36.71,148.54,71.74,3,86.29,2022-12-17,30.23,235.93,150.66,22.8,7.8,0.32,114,2046.93,0.37,0.32,0,2,0,2,755.71
BEN_16167,Medium,7,5,121.3,121.02,134.14,40.97,169.44,94.65,480.04,492.37,507.33,76.84,705.16,378.27,1184.32,1184.32,1184.32,118.43,1208.32,1106.32,0,0,0,0,0,0,992,1011.75,1008.19,215.91,1790.69,605.74,3,100.0,2023-09-06,17.33,68.58,169.19,141.71,3.96,0.0,992,2656.36,0.34,0.22,1,0,1,2,849.07
BEN_25762,High,7,5,73.57,70.67,81.81,11.56,111.16,42.12,579.18,632.39,627.65,127.21,1028.65,293.63,834.64,834.64,834.64,83.46,870.64,792.64,0,0,0,0,0,0,835,848.13,678.42,224.45,1652.37,425.88,1,99.27,2023-08-22,10.51,82.74,119.23,119.29,7.87,0.0,835,2248.82,0.16,0.27,1,0,0,0,515.02
BEN_27237,Low,6,4,121.01,122.72,143.58,25.34,238.82,67.03,1016.21,1082.46,998.71,284.23,1913.76,583.07,1278.44,1278.44,1278.44,127.84,1373.44,1227.44,186,186,186,30,186,186,376,385.46,356.13,117.81,576.93,285.57,3,100.0,2023-08-04,20.17,169.37,213.07,62.67,8.4,0.15,376,2670.65,0.21,0.31,1,1,0,1,726.09
BEN_31574,Low,4,4,223.35,236.97,190.89,55.13,401.05,104.13,1254.19,1264.33,1487.36,313.76,2268.93,581.52,1003.42,1003.42,1003.42,100.34,1036.42,934.42,321,321,321,30,321,321,391,403.42,359.34,110.54,684.78,207.58,3,100.0,2022-12-19,55.84,313.55,250.86,97.75,5.62,0.32,391,2648.61,0.25,0.28,1,1,2,0,893.39
BEN_30636,High,3,4,178.54,171.57,208.61,59.84,266.51,71.81,1551.37,1693.19,1665.5,330.4,2190.46,1006.93,984.39,984.39,984.39,98.44,1073.39,927.39,0,0,0,0,0,0,1042,1046.24,1103.0,257.26,1431.16,593.37,3,84.3,2023-04-28,59.51,517.12,328.13,347.33,8.69,0.0,1042,3577.75,0.34,0.25,1,1,0,3,535.63
BEN_08657,Medium,2,5,213.45,227.89,206.58,43.97,311.7,110.57,1372.26,1373.67,1357.48,293.74,1714.43,598.76,829.36,829.36,829.36,82.94,880.36,791.36,0,0,0,0,0,0,390,360.38,322.79,137.6,547.99,239.03,1,96.43,2023-07-31,106.73,686.13,414.68,195.0,6.43,0.0,390,2591.62,0.21,0.35,1,0,0,0,426.91
BEN_12715,High,5,2,259.26,279.18,271.91,59.12,327.22,123.51,1952.87,1776.75,1933.94,561.17,3817.96,1401.67,737.78,737.78,737.78,73.78,757.78,671.78,248,248,248,30,248,248,821,795.43,771.07,301.56,1061.74,636.0,3,81.98,2023-07-23,51.85,390.57,147.56,164.2,7.53,0.34,821,3511.65,0.23,0.37,0,3,0,1,1296.28
BEN_18677,Low,4,3,131.58,126.64,157.72,28.82,199.76,74.97,1081.13,1122.95,1190.29,136.13,2018.38,604.51,1020.16,1020.16,1020.16,102.02,1100.16,944.16,217,217,217,30,217,217,205,193.92,207.31,81.99,342.3,151.96,4,62.46,2023-05-25,32.9,270.28,255.04,51.25,8.22,0.21,205,2306.3,0.22,0.4,0,2,1,2,526.32
BEN_02583,High,7,4,237.93,247.45,205.97,40.59,372.36,172.46,1788.89,1674.52,2090.74,275.81,3363.2,1292.93,736.13,736.13,736.13,73.61,807.13,693.13,0,0,0,0,0,0,548,578.39,605.44,170.48,740.3,338.15,2,82.66,2023-12-24,33.99,255.56,105.16,78.29,7.52,0.0,548,3073.02,0.17,0.31,1,1,0,1,1665.51
BEN_26868,Medium,3,5,233.73,221.52,222.75,78.98,337.62,129.59,1010.52,950.2,1202.69,149.6,1898.95,547.95,763.04,763.04,763.04,76.3,846.04,689.04,326,326,326,30,326,326,2316,2255.78,2432.71,862.1,3970.21,1235.36,4,100.0,2023-08-28,77.91,336.84,254.35,772.0,4.32,0.43,2316,4089.56,0.34,0.37,1,0,1,0,701.19
BEN_05114,High,5,3,451.74,496.9,367.21,133.91,594.15,266.54,2929.7,2914.52,3023.42,555.08,3868.96,1269.95,1188.69,1188.69,1188.69,118.87,1244.69,1153.69,0,0,0,0,0,0,123,128.12,146.66,47.16,203.96,75.5,4,63.84,2023-09-21,90.35,585.94,237.74,24.6,6.49,0.0,123,4241.39,0.3,0.38,0,2,1,0,2258.72
BEN_05743,Low,7,3,352.09,380.58,357.13,56.5,561.21,161.51,2904.28,2739.87,2983.33,628.34,4917.27,1983.64,768.22,768.22,768.22,76.82,836.22,738.22,250,250,250,30,250,250,536,500.08,614.74,213.8,826.93,300.9,1,83.67,2024-07-30,50.3,414.9,109.75,76.57,8.25,0.33,536,4208.5,0.16,0.4,0,2,1,1,2464.65
BEN_21033,High,5,5,112.03,122.15,111.6,35.55,137.87,46.9,762.61,777.77,785.84,114.67,969.42,607.5,941.08,941.08,941.08,94.11,968.08,864.08,0,0,0,0,0,0,1426,1425.77,1428.61,472.11,2659.38,773.45,4,100.0,2023-02-27,22.41,152.52,188.22,285.2,6.81,0.0,1426,3129.69,0.32,0.33,1,0,1,0,560.15
BEN_06608,Low,4,5,143.92,136.69,150.75,38.88,282.04,86.01,585.95,567.45,533.22,128.67,842.44,464.37,894.68,894.68,894.68,89.47,986.68,818.68,239,239,239,30,239,239,181,168.96,204.55,47.86,306.33,122.82,3,100.0,2024-02-08,35.98,146.49,223.67,45.25,4.07,0.27,181,1661.63,0.27,0.26,1,0,1,1,575.7
BEN_11565,High,3,4,332.62,353.56,277.41,68.2,470.41,210.34,1838.79,1764.45,2052.25,501.88,3529.6,957.05,1038.41,1038.41,1038.41,103.84,1091.41,981.41,221,221,221,30,221,221,92,94.36,101.41,35.67,168.58,58.25,4,90.18,2024-06-26,110.87,612.93,346.14,30.67,5.53,0.21,92,2969.19,0.21,0.39,1,1,0,1,997.87
BEN_07513,Low,4,3,63.17,62.37,73.28,15.48,96.5,36.81,246.42,269.5,220.08,28.64,442.68,125.6,970.55,970.55,970.55,97.06,1025.55,883.55,402,402,402,30,402,402,3476,3735.43,2883.65,791.9,5903.83,2123.94,2,88.72,2022-12-17,15.79,61.6,242.64,869.0,3.9,0.41,3476,4692.97,0.25,0.23,0,2,0,0,252.69
BEN_16433,Low,3,5,172.99,189.66,141.76,35.07,285.04,85.0,1098.75,1201.13,1170.6,222.1,1711.35,658.41,1059.08,1059.08,1059.08,105.91,1135.08,962.08,0,0,0,0,0,0,336,358.06,302.36,98.39,508.26,154.79,1,97.92,2024-05-12,57.66,366.25,353.03,112.0,6.35,0.0,336,2493.84,0.2,0.29,1,0,2,1,518.97
BEN_13274,High,5,4,511.34,555.52,580.22,184.76,868.5,237.43,4396.16,4420.44,5013.01,1294.9,7783.79,2768.74,789.3,789.3,789.3,78.93,885.3,712.3,0,0,0,0,0,0,568,606.25,669.54,145.49,794.2,259.14,3,76.75,2023-09-20,102.27,879.23,157.86,113.6,8.6,0.0,568,5753.45,0.36,0.26,1,1,2,0,2556.69
BEN_03536,High,3,2,263.07,240.67,280.15,90.67,403.12,165.11,1452.53,1487.04,1498.64,152.81,2690.51,774.5,1255.66,1255.66,1255.66,125.57,1290.66,1196.66,0,0,0,0,0,0,1081,1017.76,1035.04,354.0,2004.49,640.37,3,85.27,2024-07-10,87.69,484.18,418.55,360.33,5.52,0.0,1081,3789.19,0.34,0.33,0,3,3,0,789.22
BEN_08729,Low,7,5,160.59,170.61,151.21,36.05,238.8,81.43,675.56,703.84,686.35,96.78,1122.6,460.27,922.65,922.65,922.65,92.26,991.65,877.65,276,276,276,30,276,276,318,348.86,354.56,102.99,396.13,224.5,4,75.12,2023-06-14,22.94,96.51,131.81,45.43,4.21,0.3,318,1916.21,0.22,0.32,1,0,3,1,1124.13
BEN_30822,High,4,4,426.28,458.65,375.88,98.82,683.22,241.56,3836.85,3715.59,4597.37,617.43,6274.87,1710.16,1141.5,1141.5,1141.5,114.15,1190.5,1081.5,0,0,0,0,0,0,2069,2243.34,2202.32,476.0,3359.38,888.68,4,74.2,2023-04-23,106.57,959.21,285.37,517.25,9.0,0.0,2069,7047.35,0.23,0.23,1,1,1,0,1705.13
BEN_16060,Low,2,3,162.93,170.72,190.3,49.43,215.37,94.61,902.58,896.53,866.29,110.05,1600.86,417.89,794.47,794.47,794.47,79.45,857.47,751.47,307,307,307,30,307,307,2502,2296.67,2721.42,835.03,3441.29,1984.18,1,91.14,2022-12-23,81.47,451.29,397.24,1251.0,5.54,0.39,2502,4199.06,0.3,0.33,0,2,0,2,325.87
BEN_00074,Low,3,4,181.59,196.6,152.6,71.73,248.67,137.58,1300.67,1222.87,1289.81,240.18,2426.52,577.99,878.5,878.5,878.5,87.85,965.5,857.5,327,327,327,30,327,327,283,290.38,250.31,84.75,455.46,220.18,4,94.67,2022-12-20,60.53,433.56,292.83,94.33,7.16,0.37,283,2462.17,0.4,0.3,1,1,0,2,544.78
BEN_01844,Low,7,4,145.91,158.18,160.61,48.29,247.78,100.86,1473.08,1402.15,1525.3,349.83,2446.33,1030.76,1001.23,1001.23,1001.23,100.12,1036.23,917.23,0,0,0,0,0,0,334,310.01,313.39,93.82,527.69,143.79,4,86.68,2023-04-15,20.84,210.44,143.03,47.71,10.1,0.0,334,2808.32,0.33,0.28,1,1,0,1,1021.36
BEN_16872,Medium,6,5,319.58,339.25,271.79,63.66,383.7,128.19,1193.87,1168.85,1154.43,232.99,1462.08,947.35,1216.61,1216.61,1216.61,121.66,1265.61,1194.61,0,0,0,0,0,0,777,713.75,641.57,288.49,1118.42,419.74,2,89.36,2023-02-11,53.26,198.98,202.77,129.5,3.74,0.0,777,3187.48,0.2,0.37,1,0,2,1,1917.48
BEN_11229,Medium,7,5,306.32,336.12,353.52,66.72,568.98,168.36,1355.92,1394.53,1212.77,309.47,2132.31,910.62,1003.23,1003.23,1003.23,100.32,1062.23,957.23,280,280,280,30,280,280,945,983.4,1038.66,190.18,1793.03,578.47,2,94.92,2023-04-05,43.76,193.7,143.32,135.0,4.43,0.28,945,3304.15,0.22,0.2,1,0,1,1,2144.27
BEN_29275,Low,4,3,199.59,181.05,224.79,79.49,397.44,118.75,1406.93,1317.02,1644.13,308.25,1960.87,900.43,1183.69,1183.69,1183.69,118.37,1236.69,1092.69,208,208,208,30,208,208,3253,3285.79,2737.45,1004.52,4875.79,1718.66,1,88.53,2023-07-28,49.9,351.73,295.92,813.25,7.05,0.18,3253,5843.62,0.4,0.31,0,2,0,0,798.35
BEN_01003,Low,2,3,156.02,142.62,128.75,42.91,194.09,112.61,1012.84,937.79,900.57,291.78,1251.68,571.43,1257.84,1257.84,1257.84,125.78,1328.84,1203.84,0,0,0,0,0,0,124,124.98,135.92,46.65,244.39,74.38,3,70.52,2023-12-17,78.01,506.42,628.92,62.0,6.49,0.0,124,2394.68,0.28,0.38,0,2,2,0,312.04
BEN_09437,Low,7,4,248.12,264.88,292.09,75.28,411.43,150.52,2139.91,2242.4,2262.97,353.36,3564.64,1335.49,919.29,919.29,919.29,91.93,946.29,884.29,397,397,397,30,397,397,355,369.09,292.13,128.6,656.25,194.31,4,88.65,2022-11-28,35.45,305.7,131.33,50.71,8.62,0.43,355,3414.2,0.3,0.36,1,1,0,0,1736.87
BEN_27129,High,3,5,292.21,276.45,293.27,66.63,478.03,174.46,2823.24,3015.16,2712.81,606.72,5365.36,1329.79,1086.55,1086.55,1086.55,108.65,1178.55,988.55,0,0,0,0,0,0,485,471.64,391.54,186.36,597.3,249.42,1,95.74,2023-01-16,97.4,941.08,362.18,161.67,9.66,0.0,485,4394.79,0.23,0.38,1,0,2,1,876.63
BEN_12213,Low,2,4,231.47,208.5,247.26,35.56,414.54,126.36,1417.75,1373.11,1478.8,165.23,2598.59,600.14,766.52,766.52,766.52,76.65,861.52,736.52,261,261,261,30,261,261,143,145.54,171.24,52.07,228.42,84.88,4,100.0,2023-11-12,115.73,708.88,383.26,71.5,6.13,0.34,143,2327.27,0.15,0.36,1,1,1,0,462.93
BEN_22794,High,3,3,583.89,634.51,692.79,145.49,1013.63,322.12,4313.87,4393.63,3504.66,626.12,8444.28,1792.98,890.23,890.23,890.23,89.02,949.23,847.23,0,0,0,0,0,0,2017,2153.53,1752.82,552.04,4030.09,1578.46,3,96.53,2023-01-27,194.63,1437.96,296.74,672.33,7.39,0.0,2017,7221.1,0.25,0.27,0,2,1,0,1751.68
BEN_01659,Low,2,4,206.91,198.62,196.44,50.23,353.28,106.87,1307.69,1221.2,1522.21,319.25,2231.43,968.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2654,2900.08,2701.02,1015.04,5045.28,1105.71,3,96.99,2023-11-24,103.46,653.84,0.0,1327.0,6.32,0.0,2654,3961.69,0.24,0.38,1,1,5,1,413.82
BEN_20955,High,4,4,234.74,248.92,193.47,68.75,298.22,129.91,1613.17,1600.12,1882.46,308.89,3113.68,934.77,852.88,852.88,852.88,85.29,884.88,761.88,0,0,0,0,0,0,1939,1995.31,1613.74,445.05,3713.84,806.1,1,100.0,2023-02-05,58.69,403.29,213.22,484.75,6.87,0.0,1939,4405.05,0.29,0.23,1,1,0,1,938.98
BEN_03115,High,4,5,222.49,241.88,179.28,81.79,282.2,101.05,1569.9,1440.48,1723.52,325.36,2584.34,952.49,963.49,963.49,963.49,96.35,1026.49,874.49,0,0,0,0,0,0,1219,1204.23,1115.33,365.35,1884.9,927.64,4,100.0,2024-06-24,55.62,392.48,240.87,304.75,7.06,0.0,1219,3752.39,0.37,0.3,1,0,0,1,889.98
BEN_13407,High,2,4,210.96,214.67,222.45,43.71,338.22,166.79,2086.01,2216.47,1741.93,354.1,3146.94,1018.61,1039.87,1039.87,1039.87,103.99,1109.87,986.87,262,262,262,30,262,262,1569,1515.52,1684.25,569.05,2803.69,654.24,4,87.17,2023-06-12,105.48,1043.0,519.94,784.5,9.89,0.25,1569,4694.88,0.21,0.36,1,1,2,1,421.92
BEN_12151,Medium,2,5,115.42,107.2,104.59,18.96,167.87,81.02,897.73,956.52,1034.8,190.49,1256.23,628.36,1220.71,1220.71,1220.71,122.07,1312.71,1135.71,0,0,0,0,0,0,382,365.19,337.15,92.52,750.05,186.41,3,90.58,2023-07-31,57.71,448.86,610.35,191.0,7.78,0.0,382,2500.43,0.16,0.24,1,0,1,0,230.85
BEN_05939,Medium,7,5,218.0,220.15,249.77,78.73,384.27,104.09,728.68,675.42,830.3,184.88,1146.8,347.49,706.24,706.24,706.24,70.62,750.24,622.24,0,0,0,0,0,0,478,512.27,387.52,118.56,642.94,372.24,3,100.0,2023-02-15,31.14,104.1,100.89,68.29,3.34,0.0,478,1912.92,0.36,0.25,1,0,0,1,1526.02
BEN_11541,Medium,5,2,210.8,194.35,168.87,42.44,347.34,96.79,1904.78,2055.89,1848.56,393.86,3115.19,1294.6,1033.12,1033.12,1033.12,103.31,1059.12,958.12,0,0,0,0,0,0,2465,2235.96,2587.6,518.17,3144.12,1365.86,4,72.74,2024-01-16,42.16,380.96,206.62,493.0,9.04,0.0,2465,5402.9,0.2,0.21,0,3,1,3,1054.0
BEN_11785,Low,7,2,205.1,201.67,243.51,55.08,314.62,89.37,1222.32,1308.14,1211.19,177.47,2213.4,860.3,947.34,947.34,947.34,94.73,982.34,875.34,0,0,0,0,0,0,109,117.22,87.95,41.03,187.3,54.36,2,100.0,2023-10-16,29.3,174.62,135.33,15.57,5.96,0.0,109,2278.66,0.27,0.38,0,3,1,1,1435.72
BEN_04782,Low,4,2,91.2,100.12,75.39,15.05,130.64,49.57,811.45,767.17,932.44,241.64,1585.39,381.74,1036.6,1036.6,1036.6,103.66,1121.6,1011.6,336,336,336,30,336,336,317,296.26,310.48,77.12,381.86,214.11,3,87.63,2023-10-12,22.8,202.86,259.15,79.25,8.9,0.32,317,2165.05,0.17,0.24,0,3,0,1,364.82
BEN_05746,Low,5,4,183.34,166.99,150.69,67.66,280.79,127.36,1748.79,1659.05,1904.12,306.22,3075.35,1174.59,1169.99,1169.99,1169.99,117.0,1203.99,1121.99,449,449,449,30,449,449,192,205.66,177.8,63.6,372.82,134.98,4,94.91,2023-02-27,36.67,349.76,234.0,38.4,9.54,0.38,192,3110.78,0.37,0.33,1,1,0,3,916.69
BEN_04028,Low,7,3,58.1,55.26,68.41,13.62,106.67,36.75,413.86,428.8,463.47,115.51,716.45,297.94,830.17,830.17,830.17,83.02,897.17,746.17,0,0,0,0,0,0,3003,3245.56,2832.39,805.36,5157.08,1533.01,3,88.93,2022-12-09,8.3,59.12,118.6,429.0,7.12,0.0,3003,4247.04,0.23,0.27,0,2,2,0,406.67
BEN_31838,High,5,3,100.01,93.67,110.12,19.49,142.01,73.59,417.11,405.28,433.51,113.41,767.24,214.95,1167.48,1167.48,1167.48,116.75,1225.48,1101.48,0,0,0,0,0,0,1386,1487.32,1607.12,407.96,2423.55,848.62,3,82.5,2023-08-09,20.0,83.42,233.5,277.2,4.17,0.0,1386,2970.59,0.19,0.29,0,2,3,0,500.04
BEN_00834,High,2,4,551.4,504.87,619.5,152.83,1011.5,402.46,2220.64,2036.08,1923.28,352.17,2869.07,1587.32,856.68,856.68,856.68,85.67,945.68,824.68,0,0,0,0,0,0,1874,1966.12,1654.22,506.54,2440.19,1373.64,1,97.14,2024-06-22,275.7,1110.32,428.34,937.0,4.03,0.0,1874,4951.32,0.28,0.27,1,1,1,1,1102.79
BEN_08975,Medium,3,3,236.07,220.93,215.15,50.92,434.83,151.78,1669.11,1755.82,1904.07,253.09,2716.97,1156.76,1171.58,1171.58,1171.58,117.16,1262.58,1075.58,422,422,422,30,422,422,529,555.35,586.68,152.03,919.58,335.36,2,83.33,2023-05-28,78.69,556.37,390.53,176.33,7.07,0.36,529,3369.69,0.22,0.29,0,2,1,1,708.21
BEN_21999,Medium,4,2,84.95,82.84,83.14,16.29,146.0,53.13,484.46,501.7,416.15,74.26,594.06,331.97,1051.63,1051.63,1051.63,105.16,1087.63,1002.63,0,0,0,0,0,0,260,259.53,286.83,56.72,366.38,190.29,1,69.46,2023-03-05,21.24,121.12,262.91,65.0,5.7,0.0,260,1796.09,0.19,0.22,0,3,1,2,339.81
BEN_04660,High,7,5,471.12,461.0,461.29,151.59,816.34,373.53,4295.77,4658.49,3959.5,779.92,5978.5,2327.15,903.81,903.81,903.81,90.38,983.81,866.81,0,0,0,0,0,0,506,533.62,457.38,131.08,781.79,320.66,3,100.0,2024-05-15,67.3,613.68,129.12,72.29,9.12,0.0,506,5705.58,0.32,0.26,1,0,0,1,3297.84
BEN_20065,High,4,5,142.73,133.13,119.85,33.53,218.02,97.61,1013.4,940.83,1052.66,227.15,1921.59,722.42,842.46,842.46,842.46,84.25,926.46,775.46,0,0,0,0,0,0,560,574.69,585.44,158.59,745.52,314.5,2,91.05,2023-08-11,35.68,253.35,210.61,140.0,7.1,0.0,560,2415.85,0.23,0.28,1,0,1,0,570.91
BEN_03938,High,3,4,444.85,470.07,427.18,125.36,852.55,307.83,3523.42,3653.19,3449.22,611.77,5456.49,1481.33,758.67,758.67,758.67,75.87,844.67,701.67,0,0,0,0,0,0,1932,1807.13,1925.59,435.57,3102.7,1136.16,2,70.59,2023-05-09,148.28,1174.47,252.89,644.0,7.92,0.0,1932,6214.09,0.28,0.23,1,1,2,3,1334.55
BEN_03771,Medium,5,3,382.72,411.48,350.14,125.91,462.35,249.94,1809.28,1875.02,2092.65,470.21,2660.9,932.73,911.27,911.27,911.27,91.13,932.27,870.27,0,0,0,0,0,0,696,713.28,673.02,240.45,1087.89,353.48,3,83.06,2024-04-27,76.54,361.86,182.25,139.2,4.73,0.0,696,3416.55,0.33,0.35,0,2,1,2,1913.59
BEN_00828,High,6,4,375.88,374.85,379.98,84.65,740.41,203.07,2310.12,2515.12,2118.49,356.29,4523.82,1841.26,849.83,849.83,849.83,84.98,923.83,826.83,0,0,0,0,0,0,1901,1996.01,1657.87,663.64,3768.65,1500.55,4,88.52,2023-08-31,62.65,385.02,141.64,316.83,6.15,0.0,1901,5060.95,0.23,0.35,1,1,0,3,2255.31
BEN_04415,High,6,5,377.83,367.43,439.95,136.56,693.88,212.92,2403.48,2408.85,2269.5,455.01,4225.29,1392.72,1081.02,1081.02,1081.02,108.1,1138.02,1046.02,0,0,0,0,0,0,1351,1245.15,1373.48,366.82,2121.62,604.96,1,95.07,2023-07-08,62.97,400.58,180.17,225.17,6.36,0.0,1351,4835.5,0.36,0.27,1,0,1,2,2266.97
BEN_23421,Low,4,4,205.39,194.46,199.97,37.5,405.04,134.31,1746.28,1718.25,1596.62,493.78,2351.31,1172.02,939.59,939.59,939.59,93.96,987.59,899.59,213,213,213,30,213,213,393,397.93,320.24,136.91,491.45,208.17,2,86.17,2023-07-15,51.35,436.57,234.9,98.25,8.5,0.23,393,3078.88,0.18,0.35,1,1,1,2,821.55
BEN_31542,Medium,3,4,155.63,149.9,167.17,43.28,246.11,68.62,694.36,640.41,831.05,107.94,1097.46,446.92,684.19,684.19,684.19,68.42,728.19,660.19,255,255,255,30,255,255,837,883.38,873.87,312.84,1651.99,414.39,4,92.54,2022-12-31,51.88,231.45,228.06,279.0,4.46,0.37,837,2215.55,0.28,0.37,1,1,1,1,466.89
